0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
0,16,32,48,64,80,96,112,128,145,161,177,193,209,225,241,257,273,290,306,322,338,354,370,386,402,418,435,451,467,483,499,515,531,547,564,580,596,612,628,644,660,676,693,709,725,741,757,773,789,805,822,838,854,870,886,902,918,934,951,967,983,999,1015,1031,1047,1063,1079,1096,1112,1128,1144,1160,1176,1192,1208,1224,1241,1257,1273,1289,1305,1321,1337,1353,1370,1386,1402,1418,1434,1450,1466,1482,1498,1515,1531,1547,1563,1579,1595,1611,1627,1643,1659,1675,1691,1707,1723,1739,1755,1771,1788,1804,1820
